SCRAM,WEEK,EST_ST,EST_MSA,PWEIGHT,TBIRTH_YEAR,ABIRTH_YEAR,EGENDER,AGENDER,RHISPANIC,AHISPANIC,RRACE,ARACE,EEDUC,AEDUC,MS,THHLD_NUMPER,AHHLD_NUMPER,THHLD_NUMKID,AHHLD_NUMKID,THHLD_NUMADLT,WRKLOSS,EXPCTLOSS,ANYWORK,KINDWORK,RSNNOWRK,UNEMPPAY,PRIFOODSUF,CURFOODSUF,FOODSUFRSN1,FOODSUFRSN2,FOODSUFRSN3,FOODSUFRSN4,FOODSUFRSN5,FREEFOOD,WHEREFREE1,WHEREFREE2,WHEREFREE3,WHEREFREE4,WHEREFREE5,WHEREFREE6,WHEREFREE7,TSPNDFOOD,TSPNDPRPD,FOODCONF,HLTHSTATUS,ANXIOUS,WORRY,INTEREST,DOWN,HLTHINS1,HLTHINS2,HLTHINS3,HLTHINS4,HLTHINS5,HLTHINS6,HLTHINS7,HLTHINS8,DELAY,NOTGET,TENURE,MORTLMTH,MORTCONF,ENROLL1,ENROLL2,ENROLL3,TEACH1,TEACH2,TEACH3,TEACH4,TEACH5,COMPAVAIL,COMP1,COMP2,COMP3,INTRNTAVAIL,INTRNT1,INTRNT2,INTRNT3,TSCHLHRS,TTCH_HRS,INCOME,female,internet_access
V015400002S09020594640011,1,02,NA,319.03312627,1981,2,1,2,1,2,4,2,4,2,4,4,2,2,2,2,1,2,1,2,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,900,75,3,2,2,1,1,1,1,2,2,2,2,2,2,2,1,1,2,1,3,1,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,1,NA,1,NA,2,0,6,0,1
V015400002S09020887340013,1,02,NA,85.956018151,1937,2,2,2,1,2,1,2,6,2,3,1,2,0,2,1,2,2,2,NA,7,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
V015400002S22021686450012,1,02,NA,103.47058698,1979,2,2,2,1,2,1,2,6,2,1,5,2,3,2,2,1,2,2,NA,1,4,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,300,0,4,2,2,1,2,1,1,2,2,2,2,2,2,2,1,1,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,1,NA,1,NA,1,10,7,1,1
V015400002S22021858250011,1,02,NA,150.00741322,1970,2,2,2,1,2,1,2,5,2,1,3,2,1,2,2,2,2,1,5,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,350,0,4,1,3,3,3,3,1,2,2,2,2,2,2,1,2,2,2,1,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0
V015400004S10040200000012,1,04,NA,1887.2216078,1948,2,1,2,1,2,1,2,4,2,1,2,2,0,2,2,2,2,2,NA,7,4,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,80,100,2,4,1,1,1,1,2,2,1,2,1,1,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0
V015400004S30040081100011,1,04,NA,825.34865762,1966,2,2,2,1,2,1,2,4,2,3,1,2,0,2,1,2,2,1,1,NA,NA,1,3,NA,1,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,60,40,3,4,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,0
V015400005S51051818850013,1,05,NA,938.32730037,1974,2,2,2,1,2,1,2,4,2,4,1,2,0,2,1,1,1,2,NA,10,4,3,3,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,35,15,1,3,4,4,3,4,2,2,2,2,2,2,2,2,2,2,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0
V015400005S53051141580011,1,05,NA,3006.4507237,1991,2,2,2,1,2,1,2,4,2,1,5,2,3,2,2,1,1,1,4,NA,NA,2,2,1,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,550,30,2,3,4,2,3,3,1,2,2,1,2,2,2,2,1,1,2,2,2,1,NA,NA,1,1,1,NA,NA,1,NA,1,NA,1,NA,1,NA,2,10,4,1,1
V015400005S58050096940011,1,05,NA,1080.3164955,1950,2,1,2,1,2,1,2,4,2,5,1,2,0,2,1,2,2,2,NA,7,4,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,75,50,2,3,1,1,2,3,2,1,1,2,2,2,2,2,2,2,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0
V015400005S70050226010012,1,28,NA,2892.1870116,1989,2,2,2,1,2,1,2,4,2,1,3,2,1,2,2,1,1,1,1,NA,NA,1,2,NA,NA,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,200,100,3,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0
V015400005S70050689600012,1,05,NA,695.62404788,1948,2,2,2,1,2,1,2,4,2,3,1,2,0,2,1,2,2,1,2,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,0,40,4,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0
V015400006S37060344810012,1,06,NA,9319.7052056,1985,2,2,2,1,2,1,2,7,2,1,5,2,3,2,2,2,2,1,2,NA,NA,2,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,125,20,4,2,2,2,3,3,1,2,2,2,2,2,2,2,1,1,2,1,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0
V015400006S39060698330012,1,06,NA,11038.889439,1967,2,2,2,1,2,1,2,4,2,1,3,2,1,2,2,1,1,2,NA,4,4,2,2,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,200,60,2,3,4,2,3,2,2,2,2,1,2,2,2,2,1,1,3,1,2,1,NA,NA,NA,NA,1,NA,NA,2,1,NA,NA,1,NA,1,NA,3,6,2,1,1
V015400006S52060924400011,1,06,NA,18713.617076,1986,2,2,2,2,2,1,1,6,2,1,3,2,1,2,2,2,2,1,2,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,300,50,4,2,3,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,4,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,1,NA,1,NA,0,5,5,1,1
V015400006S58060961130012,1,06,NA,83875.797061,1968,2,1,2,1,2,3,2,3,2,1,5,2,1,2,4,1,2,2,NA,2,3,2,2,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,300,NA,2,4,4,4,2,4,2,2,2,2,2,2,2,2,1,2,2,1,3,1,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,1,NA,1,NA,20,0,4,0,1
V015400006S76060055110013,1,06,NA,8113.1225718,1956,2,2,2,1,2,1,2,7,2,1,2,2,0,2,2,2,2,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,150,80,4,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0
V015400006S78060789230012,1,06,41860,13876.775157,1986,2,1,2,1,2,1,2,4,2,5,1,2,0,2,1,1,1,2,NA,8,4,2,2,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,150,0,3,4,2,2,1,1,2,2,2,2,2,2,2,2,2,2,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0
V015400006S98060663330013,1,06,NA,10063.105405,1964,2,2,2,1,2,1,2,4,2,1,2,2,0,2,2,2,2,2,NA,7,4,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,200,150,4,1,4,4,3,3,1,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,0
V015400008S13080035130013,1,08,NA,1317.8988156,1979,2,1,2,1,2,1,2,6,2,5,2,2,0,2,2,2,2,1,2,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,150,50,4,1,3,2,2,3,1,2,2,2,2,2,2,2,2,2,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0
V015400008S13080308820013,1,08,NA,1096.7045394,1946,2,2,2,1,2,1,2,4,2,1,1,2,0,2,1,2,2,2,NA,7,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,25,20,4,2,1,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,2,2,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0
V015400008S13080489630013,1,08,NA,1546.9613324,1940,2,2,2,2,2,1,2,7,2,1,2,2,0,2,2,2,2,2,NA,7,4,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,200,0,4,2,1,1,1,1,2,1,1,2,2,2,2,2,1,2,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0
V015400008S13080567820011,1,08,NA,2056.6880261,1984,2,1,2,1,2,1,2,6,2,1,2,2,0,2,2,2,2,1,2,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,150,50,4,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0
V015400008S13080741530012,1,08,NA,1317.8988156,1980,2,1,2,1,2,1,2,7,2,1,4,2,2,2,2,1,1,1,2,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,300,0,4,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,4,1,NA,NA,NA,1,1,NA,NA,1,NA,1,NA,1,NA,1,NA,3,45,8,0,1
V015400008S14080198750013,1,08,NA,2643.2005792,1933,2,2,2,1,1,1,2,3,2,2,1,2,0,2,1,2,2,2,NA,7,4,1,2,NA,1,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,35,15,2,NA,3,2,2,2,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0
V015400008S14080541550012,1,08,NA,1323.0067424,1950,2,1,2,1,2,1,2,6,2,4,2,2,0,2,2,2,2,2,NA,7,4,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,150,0,4,2,1,NA,1,1,NA,NA,1,NA,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0
V015400008S14080723350012,1,08,NA,2423.1026369,1979,2,2,2,1,2,1,2,4,2,1,7,2,3,2,4,1,2,1,2,NA,NA,3,3,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,150,0,1,3,4,3,2,2,1,2,2,1,2,2,2,2,1,1,2,1,3,1,NA,NA,1,1,NA,NA,NA,3,NA,1,NA,1,NA,1,NA,0,3,2,1,1
V015400008S14080907950013,1,08,NA,1323.0067424,1954,2,1,2,1,2,1,2,7,2,1,2,2,0,2,2,2,2,2,NA,7,2,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,125,20,4,3,1,1,1,1,1,NA,1,NA,NA,NA,NA,NA,1,2,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0
V015400008S32081049690011,1,08,NA,879.06597701,1978,2,2,2,1,2,1,2,7,2,1,6,2,4,2,2,2,2,1,2,NA,NA,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,300,300,4,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,4,1,NA,NA,NA,1,1,NA,NA,1,1,1,NA,1,NA,1,NA,5,20,6,1,1
V015400008S50080689610013,1,08,NA,1178.4931011,1990,2,2,2,1,2,1,2,6,2,1,4,2,2,2,2,2,2,1,3,NA,NA,2,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,150,50,4,3,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,4,1,NA,NA,1,1,NA,NA,NA,1,NA,1,NA,1,NA,1,NA,2,12,5,1,1
V015400008S95080430660011,1,08,NA,1323.0067424,1945,2,1,2,1,2,1,2,6,2,1,2,2,0,2,2,2,2,2,NA,7,2,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,125,40,4,2,2,1,2,2,1,2,1,2,2,2,2,2,1,1,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0
V015400008S96080158770011,1,08,NA,1730.6892534,1967,2,2,2,1,2,4,2,6,2,1,4,2,2,2,2,1,1,1,2,NA,NA,2,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
V015400009S10090125300012,1,09,NA,3294.0264463,1989,2,1,2,1,2,1,2,6,2,1,3,2,1,2,2,2,2,1,2,NA,NA,1,2,NA,NA,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,200,70,4,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0
V015400009S10090762600013,1,09,NA,1328.8327546,1944,2,1,2,1,2,1,2,4,2,1,2,2,0,1,2,2,2,2,NA,7,4,2,2,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
V015400009S30090362640013,1,09,NA,1474.8618119,1982,2,2,2,1,2,1,2,6,2,1,5,2,2,2,3,2,2,1,2,NA,NA,2,2,NA,1,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,500,300,2,2,3,2,3,2,1,2,2,2,2,2,2,2,1,1,1,NA,NA,1,NA,NA,1,1,NA,NA,NA,1,1,1,NA,1,NA,1,NA,2,7,6,1,1
V015400009S30090453540013,1,09,NA,900.19578752,1985,2,2,2,2,2,1,2,6,2,5,3,2,2,2,1,1,1,2,NA,10,4,1,2,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,400,0,2,3,4,4,3,4,1,2,2,1,2,2,2,2,2,2,3,1,1,1,NA,NA,NA,1,NA,NA,NA,2,NA,NA,1,1,NA,1,NA,3,4,3,1,1
V015400009S50090808050013,1,09,NA,1923.317898,1969,2,2,2,1,2,1,2,5,2,1,3,2,0,2,3,1,2,2,NA,7,4,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,100,150,3,3,2,2,2,1,NA,NA,NA,NA,1,NA,NA,NA,2,2,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0
V015400009S50090896150012,1,09,NA,16117.723127,1992,2,1,2,1,2,1,2,3,2,5,2,2,0,2,2,1,2,2,NA,9,4,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,130,50,2,2,2,1,3,2,1,2,2,2,2,2,2,2,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0
V015410000S10100099210013,1,10,NA,609.35790809,1962,2,1,2,1,2,1,2,3,2,2,1,2,0,2,1,2,2,2,NA,6,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,120,25,4,4,1,1,1,1,2,2,1,2,2,1,2,2,2,1,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0
V015410000S10100541900011,1,10,NA,246.83782575,1943,2,2,2,1,2,1,2,4,2,1,2,2,0,2,2,2,2,2,NA,7,4,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,100,0,4,3,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,0
V015410000S50100016040012,1,10,NA,175.24103971,1975,2,2,2,1,2,1,2,7,2,1,5,2,2,2,3,1,2,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,170,70,3,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,4,1,NA,NA,NA,1,1,NA,NA,3,NA,1,NA,3,NA,1,NA,0.5,20,6,1,0
V015410000S50100870240013,1,06,NA,386.11237752,1981,2,1,2,1,2,1,2,7,2,1,4,2,2,2,2,2,2,1,2,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,300,150,4,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,4,1,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,1,NA,1,NA,1,25,8,0,1
V015410002S10120444000013,1,12,NA,5800.3501639,1983,2,1,2,1,2,1,2,7,2,5,1,2,0,2,1,1,2,1,2,NA,NA,2,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,55,91,4,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0
V015410002S13120232310012,1,45,NA,6471.9312169,1973,2,2,2,1,2,2,2,7,2,1,6,2,4,2,2,1,1,2,NA,4,4,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,300,350,1,2,2,2,2,1,1,2,2,2,2,2,2,NA,2,2,2,1,3,1,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,1,NA,1,NA,20,20,8,1,1
V015410002S16120508620013,1,51,NA,9448.7871342,1988,2,2,2,1,2,1,2,6,2,1,4,2,2,2,2,1,1,2,NA,4,4,3,3,1,1,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,0,0,2,3,3,2,1,1,1,2,2,1,2,2,2,2,1,1,3,2,1,1,NA,NA,NA,1,1,NA,NA,2,NA,1,NA,3,NA,1,NA,6,30,2,1,0
V015410002S31121083260011,1,12,NA,5236.4900665,1983,2,2,2,1,2,1,2,6,2,1,2,2,0,2,2,1,2,1,2,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,100,30,4,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,0
V015410002S31121652260013,1,12,NA,8487.280297,1992,2,2,2,2,2,1,2,5,2,5,3,2,2,2,1,1,1,2,NA,10,4,1,2,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,140,50,4,1,2,2,2,3,2,2,2,1,2,2,2,2,2,2,3,1,4,1,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,1,NA,1,NA,6,4,1,1,1
V015410002S51121631460012,1,12,NA,6966.0725712,1944,2,2,2,1,1,3,2,7,2,2,1,2,0,2,1,2,2,2,NA,7,4,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,100,30,4,2,1,1,2,1,NA,1,1,NA,NA,NA,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0
V015410002S75120314120012,1,12,NA,6750.5118485,1980,2,2,2,1,2,2,2,4,2,1,6,2,4,2,2,2,2,1,4,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,350,70,4,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,2,3,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,0
V015410002S79120217740013,1,01,NA,41329.866603,1993,2,2,2,1,2,1,2,2,2,1,5,2,2,2,3,1,1,2,NA,4,4,2,2,1,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,160,40,2,2,3,3,2,2,2,1,2,2,2,2,2,1,1,1,3,1,3,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,1,NA,1,NA,1,24,2,1,1
V015410003S19130872310013,1,13,NA,7081.9313621,1960,2,2,2,1,2,2,2,6,2,1,2,2,0,2,2,1,1,2,NA,10,4,3,3,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,45,20,1,4,2,2,2,2,NA,NA,NA,1,NA,NA,NA,NA,1,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0
V015410003S54132490530013,1,13,NA,3261.5163956,1968,2,2,2,1,2,2,2,5,2,3,2,2,1,2,1,2,2,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,200,25,2,3,1,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,0
V015410003S58131319620013,1,13,NA,5306.8882646,1997,2,2,2,1,2,2,2,5,2,5,3,2,2,2,1,2,1,1,1,NA,NA,1,3,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,150,300,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,1,NA,1,NA,0,7,1,1,1
V015410005S30150011640013,1,06,40140,239.96405518,1987,2,2,2,1,2,1,2,5,2,3,4,2,3,2,1,2,2,1,2,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,300,50,3,3,3,2,2,4,1,2,2,2,2,2,2,2,2,2,3,1,2,1,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,1,NA,1,NA,3,10,3,1,1
V015410005S30150019730012,1,15,NA,4528.680947,1990,1,2,2,1,2,3,2,3,2,3,5,1,1,2,4,1,1,2,NA,2,4,3,3,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,180,0,2,4,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0
V015410005S30150200720012,1,15,NA,438.75993114,1988,2,2,2,1,2,3,2,6,2,5,1,2,0,2,1,2,2,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,150,5,4,3,2,1,2,1,1,2,2,2,2,2,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0
V015410005S30150398710011,1,15,NA,733.63697106,1960,2,1,2,1,2,3,2,4,2,2,2,2,0,2,2,1,2,2,NA,7,4,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,100,50,4,2,1,1,2,1,2,1,2,2,2,2,2,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0
V015410005S30150527960012,1,15,NA,498.75374777,1980,2,2,2,1,2,4,2,7,2,1,5,2,2,2,3,2,2,1,1,NA,NA,1,2,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,500,100,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
V015410005S30150545150012,1,36,35620,973.39261613,1972,2,1,2,1,2,3,2,4,2,1,3,2,0,2,3,2,2,1,2,NA,NA,2,2,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,0,0,3,4,3,4,3,2,1,2,2,2,2,2,2,2,1,2,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0
V015410005S30150756030013,1,15,NA,493.47100898,1983,2,2,2,1,2,1,2,6,2,1,3,2,1,2,2,2,2,1,2,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,300,100,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
V015410005S30150788770011,1,15,NA,4579.2417839,1988,2,1,2,1,2,3,2,3,2,5,1,2,0,2,1,1,2,2,NA,NA,4,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
V015410005S30150799670012,1,15,NA,493.47100898,1983,2,2,2,1,2,1,2,6,2,1,6,2,4,2,2,2,2,2,NA,10,2,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,400,200,4,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1,4,1,NA,NA,1,1,NA,NA,NA,1,1,1,NA,1,NA,1,NA,1,20,7,1,1
